campana,zona,regional,localidad,clase_de_suelo,cultivo,rinde,antecesor_invernal_18_1,antecesor_estival_17_18,fecha_siembra,variedad,grupo_de_madurez,espaciamiento_cm,densidad,riego,napa,adversidad_1,dano_1,adversidad_2,dano_2
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,35,Barbecho,Maíz,2018-11-03,CZ 4.97,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,TOLEDO,III,Soja 1°,42,Barbecho,Maíz,2018-11-23,DM 4615,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-27,DM 40R16,IV,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,45,Barbecho,Maíz,2018-11-20,DM 40R16,IV,43,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,21,Barbecho,Maíz,2018-10-28,AW 4326 IPRO,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,49,Barbecho,Maíz,2018-11-17,LDC 4.7,IV,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,36,Barbecho,Soja,2018-11-09,NA 5009,V,52,NA,No,Sin influencia,Granizo,30,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,43,Barbecho,Soja,2018-11-15,CZ 4.97,IV,43,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Italó,VI,Soja 1°,48,Barbecho,Soja,2018-11-01,CZ 4.97,IV,52,NA,No,Con influencia,Anegamiento,10,Sin adversidad,0
2018/19,5,Del Campillo,Ranqueles,VI,Soja 1°,45,Cultivo de servicio gramínea,Soja,2018-11-10,CZ 4.97,IV,52,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,DEBATTISTA  ALFREDO Y POLLO JULIETA,IV,Soja 1°,39,Barbecho,Maíz,2018-10-28,CZ 4.97,V,52,NA,No,Sin influencia,Sequía,10,Sin adversidad,0
2018/19,5,San Luis,DEBATTISTA  ALFREDO Y POLLO JULIETA,IV,Soja 1°,14,Barbecho,Maíz,2018-11-19,NA 5009,V,52,NA,No,Sin influencia,Sequía,40,Granizo,10
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,39,Barbecho,Maíz,2018-11-18,DM 5351,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-11-21,53 MS 01 IPRO,V,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,25,Barbecho,Maíz,2018-11-19,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,30,Barbecho,Maíz,2018-11-17,CZ 4.97,IV,35,NA,No,Sin influencia,Sequía,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,43,Barbecho,Maíz,2018-11-17,NA 5009,V,26,NA,No,Sin influencia,Sequía,15,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-11-01,CZ 4.97,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,44,Barbecho,Maíz,2018-10-31,CZ 4.97,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Monte de los Gauchos,Sin dato,Soja 1°,38,Cultivo de servicio gramínea,NA,2018-11-30,CZ 4.97,IV,43,NA,No,Sin influencia,Sequía,5,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,32,Barbecho,Soja,2018-10-31,SRM 3988,III,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,23,Barbecho,Maíz,2018-12-06,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,VII es,Soja 1°,16.45,Barbecho,Maíz,2018-11-14,DM 5351,V,38,NA,No,Sin influencia,Sequía,50,Sin adversidad,0
2018/19,5,San Luis,JUPACE SA,IV es,Soja 1°,26,Barbecho,Maíz,2018-11-06,FN 4.5,V,35,NA,No,Sin influencia,Granizo,25,Granizo,20
2018/19,1,Rio Segundo,Pilar,III,Soja 1°,37,Barbecho,Soja,2018-12-20,NA 5258,V,35,NA,No,Sin dato,Granizo,7,Sin adversidad,0
2018/19,4,Adelia Maria,Los cisnes,Sin dato,Soja 1°,25,Barbecho,Maíz,2018-11-15,NA 5009,V,52,NA,No,Sin influencia,Sequía,25,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-11-18,CZ 4505,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,16,Cultivo de servicio gramínea,Maíz,2018-11-18,FN 4.5,IV,35,NA,No,Sin influencia,Sequía,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,51,Barbecho,Maíz,2018-11-07,CZ 4.97,IV,26,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,14,Barbecho,Maíz,2018-11-04,AW 4326 IPRO,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,13,Barbecho,Maíz,2018-11-02,SRM 3988,III,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,RINCON,III,Soja 1°,47,Barbecho,Maíz,2018-12-01,FN 4.5,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,41,Barbecho,Maíz,2018-11-10,DM 5351,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,41,Barbecho,Maíz,2018-11-19,DM 5351,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,Los cisnes,Sin dato,Soja 1°,25,Barbecho,Maíz,2018-11-17,NA 5009,V,52,NA,No,Sin influencia,Sequía,30,Sin adversidad,0
2018/19,5,Del Campillo,Ranqueles,VI,Soja 2°,35,Trigo cosecha,NA,2018-12-15,CZ 4505,IV,52,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Pavin,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-11-05,CZ 4.97,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Pavin,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-02,CZ 4.97,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,LOS ESTRIBOS SA,IV,Soja 1°,33,Barbecho,Maíz,2018-11-28,NA 5258,V,42,NA,No,Sin influencia,Sequía,19,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,44,Barbecho,Maíz,2018-10-31,CZ 4.97,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,41,Barbecho,Maíz,2018-11-10,CZ 4505,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,29,Barbecho,Maíz,2018-10-30,DM 40R16,IV,35,NA,No,Sin influencia,Granizo,5,Sin adversidad,8
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,36,Barbecho,Maíz,2018-11-02,CZ 4.97,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,47,Barbecho,Maíz,2018-11-06,SPS 4x4,IV,40,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,53,Barbecho,Maíz,2018-11-17,DM 40R16,IV,43,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-11-01,DM 4612,IV,35,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,1,Rio Segundo,Rio Segundo,III,Soja 1°,44,Barbecho,Maíz,2018-12-05,DM 4619,IV,35,NA,No,Sin dato,Granizo,16,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,53,Barbecho,Maíz,2018-11-07,DM 4612,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,55,Barbecho,Maíz,2018-11-09,SPS 4x4,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,Buena Vista,III,Soja 1°,45,Barbecho,Maíz,2018-11-16,A 4500,IV,35,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Jovita,Sin dato,Soja 1°,42,Cultivo de servicio gramínea,Maíz,2018-11-03,NA 5009,V,52,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,42,Barbecho,Soja,2018-11-17,FN 4.97,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,TOLEDO,III,Soja 1°,43,Barbecho,Maíz,2018-11-24,DM 4615,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Pavin,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-11,NA 4955,IV,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,15,Barbecho,Maíz,2018-11-20,"BIO 4,51",IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,LOS ESTRIBOS SA,IV,Soja 1°,37,Barbecho,Maíz,2018-10-24,SPS 4x4,IV,35,NA,Si,Sin influencia,Sequía,23,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,40,Barbecho,Maíz,2018-10-30,FN 4.35,IV,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-14,CZ 4.97,V,42,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,36,Barbecho,Soja,2018-11-15,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,32,Barbecho,Maíz,2018-11-08,DM 4612,IV,35,NA,No,Con influencia,Sequía,20,Sin adversidad,0
2018/19,5,Del Campillo,Huinca Renanco,IV,Soja 1°,44,Barbecho,Maíz,2018-11-10,DM 4612,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Huinca Renanco,IV,Soja 1°,44,Barbecho,Maíz,2018-11-11,DM 4612,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Justiniano Posse,san marcos sud,II,Soja 2°,50,Trigo cosecha,Soja,NA,NA,NA,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,14,Barbecho,Maíz,2018-11-21,"BIO 4,51",IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,DEBATTISTA  ALFREDO Y POLLO JULIETA,IV,Soja 1°,32,Barbecho,Maíz,2018-11-06,NA 5009,V,52,NA,No,Sin influencia,Sequía,20,Sin adversidad,0
2018/19,1,Rio Segundo,Buena Vista,III,Soja 1°,46,Barbecho,Maíz,2018-11-15,N 4955,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-11-16,NA 5009,V,43,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-02,DM 4612,IV,35,NA,No,Con influencia,Sequía,20,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,42,Barbecho,maíz,2018-11-05,NA 4309,IV,26,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Huinca Renanco,IV,Soja 1°,44,Barbecho,Maíz,2018-11-10,DM 4612,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Huinca Renanco,IV,Soja 1°,44,Barbecho,Maíz,2018-11-10,DM 4612,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,52,Barbecho,Maíz,2018-11-01,SPS 4x4,IV,40,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Jovita,Sin dato,Soja 1°,38,Cultivo de servicio gramínea,Maíz,2018-10-31,SPS 4x4,IV,52,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,44,Barbecho,Maíz,2018-12-08,DM 4612,IV,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,45,Barbecho,Maíz,2018-11-17,SPS 5x1,V,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-03,DM 4612,IV,35,NA,No,Con influencia,Sequía,20,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,30,Barbecho,Maíz,2018-11-09,DM 4612,IV,35,NA,No,Con influencia,Sequía,20,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,41,Barbecho,Maíz,2018-11-09,DM 5351,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,5,Rio Cuarto,Carnerillo,Sin dato,Soja 1°,39,Barbecho,Soja,2018-11-04,DM 5351,V,52,NA,No,Sin dato,Granizo,20,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,47,Barbecho,Maíz,2018-10-23,DM 4615,IV,26,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,20,Barbecho,Maíz,2018-11-22,53 MS 01 IPRO,V,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,32,Barbecho,Soja,2018-11-25,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 2°,16,Centeno cosecha,NA,2019-01-03,NA 5009,V,52,NA,No,Sin influencia,Granizo,10,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,39,Barbecho,Maíz,2018-11-22,CZ 4505,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Carnerillo,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-15,DM 5351,V,52,NA,No,Sin dato,Granizo,20,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,22,Barbecho,Maíz,2018-12-04,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,Buena Vista,III,Soja 1°,43,Barbecho,Soja,2018-11-14,DM 5351,V,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Carnerillo,Sin dato,Soja 1°,47,Barbecho,Maíz,2018-11-10,DM 5351,V,52,NA,No,Sin dato,Granizo,20,Sin adversidad,0
2018/19,4,Adelia Maria,Monte de los Gauchos,Sin dato,Soja 1°,26,Cultivo de servicio gramínea,NA,2018-11-27,CZ 4505,IV,43,NA,No,Sin influencia,Sequía,10,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,51,Barbecho,Soja,2018-11-02,CZ 4.97,IV,26,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,38,Barbecho,Maíz,2018-11-17,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,32,Barbecho,Soja,2018-11-22,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,41,Barbecho,Maíz,2018-11-03,CZ 4.97,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,48,Barbecho,Maíz,2018-11-21,SPS 5x1,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,30,Barbecho,Soja,2018-11-04,DM 4612,IV,35,NA,No,Con influencia,sequía,30,Sin adversidad,0
2018/19,1,Rio Segundo,LOZADA,III,Soja 1°,20,Barbecho,Maíz,2018-11-19,NA 5009,V,52,NA,No,Sin dato,Granizo,30,Granizo,60
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,49,Barbecho,Soja,2018-10-28,DM 4612,IV,35,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-03,CZ 4.97,V,42,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,41,Barbecho,Maíz,2018-11-21,DM 5351,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-16,SPS 5x1,V,43,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Del Campillo,IV,Soja 1°,37,Cultivo de servicio gramínea,Maíz,2018-10-23,DM 4612,IV,35,NA,No,Con influencia,Sequía,30,Sin adversidad,0
2018/19,5,Del Campillo,Del Campillo,IV,Soja 1°,39,Cultivo de servicio gramínea,Maíz,2018-10-24,DM 4612,IV,35,NA,No,Con influencia,Sequía,20,Sin adversidad,0
2018/19,5,Del Campillo,Del Campillo,IV,Soja 1°,39,Cultivo de servicio gramínea,Maíz,2018-10-25,DM 4612,IV,35,NA,No,Con influencia,Sequía,20,Sin adversidad,0
2018/19,5,Del Campillo,Del Campillo,IV,Soja 1°,52,Cultivo de servicio gramínea,Maíz,2018-10-26,DM 4612,IV,35,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,47,Barbecho,Maíz,2018-11-05,CZ 4.97,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,32,Cultivo de servicio gramínea,Soja,2018-11-15,DM 4612,IV,35,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,43,Barbecho,Maíz,2018-11-11,CZ 4.97,V,42,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,Los cisnes,Sin dato,Soja 1°,35,Barbecho,Maíz,2018-11-10,DM 4915,IV,52,NA,No,Sin influencia,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,Los cisnes,Sin dato,Soja 1°,35,Barbecho,Maíz,2018-11-12,DM 4915,IV,52,NA,No,Sin influencia,Sequía,15,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,38,Barbecho,Maíz,2018-11-20,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-10-29,DM 50i17,V,35,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,41,Barbecho,Maíz,2018-11-08,DM 5351,V,42,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,1,Rio Segundo,COSTA SACATE,III,Soja 2°,47,Centeno cosecha,Maíz,2018-12-01,DM 4615,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,Cosme,III,Soja 1°,44,Barbecho,Maíz,2018-12-03,DM 4619,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Monte de los Gauchos,Sin dato,Soja 1°,41,Cultivo de servicio gramínea,NA,2018-11-17,CZ 4505,IV,43,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,huanchilla,Sin dato,Soja 2°,33,Trigo cosecha,NA,2018-12-09,DM 4915,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Monte de los Gauchos,Sin dato,Soja 1°,32,Cultivo de servicio gramínea,NA,2018-11-28,CZ 4.97,IV,43,NA,No,Sin influencia,Sequía,5,Sin adversidad,0
2018/19,4,Adelia Maria,Monte de los Gauchos,Sin dato,Soja 1°,47,Barbecho,Maíz,2018-11-08,CZ 4.97,IV,43,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 2°,32,Trigo cosecha,NA,2018-12-18,FN 4.97,IV,26,NA,No,Sin influencia,Sequía,15,Sin adversidad,0
2018/19,4,Adelia Maria,Monte de los Gauchos,Sin dato,Soja 1°,23,Cultivo de servicio gramínea,NA,2018-11-29,CZ 4.97,IV,43,NA,No,Sin influencia,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-16,CZ 4505,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,27,Barbecho,Soja,2018-11-04,AW 4326 IPRO,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,25,Barbecho,Maíz,2018-10-29,DM 5351,V,42,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,31,Barbecho,Maíz,2018-11-21,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Pavin,Sin dato,Soja 1°,36,Barbecho,Maíz,2018-11-03,DM 40R16,IV,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,pilar,Sin dato,Soja 1°,45,Barbecho,Maíz,2018-12-05,DM 4615,IV,52,NA,No,Sin influencia,Granizo,15,Sin adversidad,0
2018/19,4,Adelia Maria,Pavin,Sin dato,Soja 1°,47,Barbecho,Maíz,2018-11-02,DM 40R16,IV,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,49,Barbecho,Soja,2018-11-16,CZ 4505,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,37,Barbecho,Soja,2018-11-05,AW 4326 IPRO,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,PILAR,IV,Soja 1°,29,Barbecho,Maíz,2018-12-05,NA 5009,V,52,NA,No,Sin influencia,Granizo,28,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,22,Barbecho,Maíz,2018-10-27,FN 4.35,IV,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,24,Barbecho,Soja,2018-11-08,AW 4326 IPRO,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,RIO SEGUNDO,III,Soja 1°,42,Barbecho,Maíz,2018-11-17,DM 4615,IV,52,NA,No,Sin dato,Granizo,10,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,48,Barbecho,Maíz,2018-11-09,CZ 4.97,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,28,Barbecho,Soja,2018-11-07,53 MS 01 IPRO,V,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,Rio Segundo,III,Soja 1°,42,Barbecho,Maíz,2018-12-05,DM 4619,IV,35,NA,No,Sin dato,Granizo,10,Sin adversidad,0
2018/19,4,Adelia Maria,Los cisnes,Sin dato,Soja 1°,34,Barbecho,Maíz,2018-11-19,NA 5009,V,52,NA,No,Sin influencia,Sequía,15,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,43,Barbecho,Maíz,2018-10-31,DM 4612,IV,40,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,49,Barbecho,Maíz,2018-11-02,SPS 4x4,IV,40,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,49,Barbecho,Soja,2018-11-20,NA 5009,V,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-11-17,FN 4.97,IV,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,50,Barbecho,Maíz,2018-11-18,DM 4615,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Huinca Renanco,IV,Soja 1°,40,Barbecho,Maíz,2018-11-15,NA 5009,V,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
